Company Name,Summary
Pascan Aviation,"9736140 Canada Inc., doing business as Pascan Aviation, is a regional airline based in Longueuil, Quebec, Canada. Based at Montreal Saint-Hubert Longueuil Airport in the Saint-Hubert borough of Longueuil, Pascan operates scheduled flights within Quebec and Labrador as well as charter services. Its m"
Paterson GlobalFoods,"Paterson GlobalFoods (PGF) is a family-owned international agri-food business. It was established in 1908 as the N. M. Paterson Company.In 1912, N. M. Paterson built its first elevator at Fort William, with a handling capacity of 75,000 bushels. By 1928 the company, through construction and acquisit"
Persona Communications,"Persona Communications, formerly Regional Cablesystems, was a cable television, Internet and telecommunications provider in Canada.
Persona was purchased by EastLink in 2007. At that point it ceased to be an independent company, and the Persona name survived only as the brand name of some of EastLin"
Petcetera,"Petcetera was a pet specialty supply retailer founded in Richmond, British Columbia in 1997 by Dan Urbani. The chain had expanded to 49 stores and 1,600 employees across Canada, before filing for bankruptcy in 2009. A number of restructures followed until the final store was closed in 2014."
Petro-Canada,"Petro-Canada is a retail and wholesale marketing brand subsidiary of Suncor Energy. Until 1991, it was a federal Crown corporation (a state-owned enterprise). In August 2009, Petro-Canada merged with Suncor Energy, with Suncor shareholders receiving approximately 60 percent ownership of the combined"
Pharmasave,"Pharmasave is a Canadian independent pharmacy and drugstore retailer with over 800 stores across Canada. Pharmasave produces a line of over 700 private label, Pharmasave Brand products."
Pizza Nova,"Pizza Nova Take Out Ltd., doing business as Pizza Nova, is a Canadian franchise chain of pizza restaurants headquartered in Scarborough, Toronto. The chain was founded on 12 May 1963 by a young family of Italian immigrants. The first restaurant was located in the eastern Toronto suburb of Scarboroug"
Pizza Pizza,"Pizza Pizza Ltd. is a franchised Canadian pizza quick-service restaurant with its headquarters in Toronto, Ontario. Its restaurants are mainly in the province of Ontario while others are located in Quebec, Nova Scotia, New Brunswick and western Canada. Franchises in western Canada are mostly run thr"
Pollard Banknote,"Pollard Banknote Income Fund (TSX: PBL) traces its roots back to 1907 to the Saults & Pollard commercial printing company in Winnipeg, Manitoba, Canada. In the mid-1970s, the company made a move into security printing which entailed production of stamps, stocks, bonds and government documents. In th"
Porter Airlines,"Porter Airlines (stylized in all lowercase as porter) is a regional airline headquartered at Billy Bishop Toronto City Airport on the Toronto Islands in Toronto, Ontario, Canada. Owned by Porter Aviation Holdings, formerly known as REGCO Holdings Inc., Porter operates regularly scheduled flights bet"
Potash Corporation of Saskatchewan,"The Potash Corporation of Saskatchewan, also known as PotashCorp, was a company based in Saskatoon, Saskatchewan. The company merged with Calgary-based Agrium to form Nutrien, in a transaction that closed on January 1, 2018.The company was the world's largest potash producer and the third largest pr"
Prairie Plant Systems,"CanniMed Therapeutics Inc. is a Canadian public licensed producer of medical cannabis.  It is primarily focused on cannabis oil. The company's predecessor, Prairie Plant Systems, was established in 1988 and is located in Saskatoon, Saskatchewan.  In 2013 CanniMed became the first cannabis producer t"
Pratt & Whitney Canada,"Pratt & Whitney Canada (PWC or P&WC) is a Canada-based aircraft engine manufacturer.  PWC's headquarters are in Longueuil, Quebec, just outside Montreal.  It is a division of the larger US-based Pratt & Whitney (P&W), itself a business unit of Raytheon Technologies Corporation. United Technologies h"
Precision Drilling,"Precision Drilling Corporation  is the largest drilling rig contractor in Canada, also providing oil field rental and supplies."
Premium Brands Holdings Corporation,Premium Brands Holdings Corporation is a Canadian specialty food manufacturing and distribution company.  It is a publicly traded corporation on the Toronto Stock Exchange.
Prevost Car,"Prevost (, French pronunciation: ​[pʁevo]) is a Québec-based manufacturer of touring coaches and bus shells for high-end motorhomes and specialty conversions. The company is a subsidiary of Volvo."
Priszm,"Priszm LP was the largest operator of Canadian fast food restaurants. The Priszm Income Fund, an income trust, owns 60.2% of Priszm.
Priszm was one of the largest franchisees of Yum! Brands in the world, owning over 746 restaurants of various Yum!-owned chains in Canada, namely KFC, Pizza Hut, Taco "
Pronto Airways,"Pronto Airways LP was an airline formed in 2006 that was based in Saskatoon, Saskatchewan, Canada. 
It operated scheduled and charter passenger services as well as cargo service until the airline ceased operations in 2015. Its main bases were Prince Albert and Saskatoon, with destinations throughout"
Protecode,"Protecode was a private company based in Ottawa, Ontario, Canada that provided open source license and security management software used for software development license compliance.It was acquired by Synopsys in November 2015 for undisclosed terms."
Pultronics,"Pultronics inc. is a Canadian fabless semiconductor and software design house founded in 1994. It develops stand-alone electronic circuits, RFID tags (and readers), sensors and monitoring solutions. In addition it offers design services in several realms, ranging from microelectronics to custom IP s"
Purolator Courier,"Purolator Inc. is a Canadian courier that is 91% owned by Canada Post, 7% owned by Rainmaker Investments Ltd. and 2% by others.
The company was originally organized as Trans Canada Couriers, Ltd.  In 1967, it was acquired by the US manufacturer of oil and air filters Purolator of Fayetteville, North"
Quebecor,"Quebecor Inc. is a Canadian diversified media and telecommunications company serving Québec based in Montréal.  It was spelled Quebecor in both English and French until May 2012, when shareholders voted to add the acute accent, Québecor, in French only.The company was founded in 1965 by Pierre Pélad"
Quester Tangent Corporation,"Quester Tangent Corporation (QTC) is an independent North American supplier of train electronics and software for the rail transit industry. Quester Tangent designs, develops and manufactures vehicle monitoring hardware and software for the global rail transit industry, including monitoring and cont"
Recipe Unlimited,"Recipe Unlimited Corporation (formerly Cara Operations Limited) is a Canadian company that operates several restaurant chains such as Swiss Chalet, Harvey's and The Keg, and food distribution for large operations. The company's headquarters are in Vaughan, Ontario, in the Greater Toronto Area. In Ma"
Red Back Mining,"Red Back Mining Inc. is an unhedged Vancouver based mineral resource company. Its focus is West Africa where it operates the Chirano Gold Project in Ghana and the Tasiast Gold Mine in Mauritania.
It has one division, Red Back Mining NL, based in Perth, Australia.
While independent it was considered "
Red Barrels,"Red Barrels Inc. is a Canadian video game developer based in Montreal. The company was founded by Philippe Morin, David Chateauneuf and Hugo Dallaire in 2011. The three were previously developers for Ubisoft Montreal and EA Montreal, but founded the company after the origination of an original intel"
Regional Maple Leaf Communications,"Regional Maple Leaf Communications Inc (RMC) is a Canadian publishing company located in Edmonton, Alberta. The company specializes in community interest children's magazines distributed free of charge in select communities across Canada. RMC's five major annual publications are ""The Elementary Safe"
Reimer Express Lines,"Reimer Express Lines Ltd., which did business as YRC Reimer, was a Canadian less than truckload (LTL) carrier and subsidiary of YRC Worldwide based in Winnipeg, Manitoba. YRC retired the Reimer brand in 2019 merging it with YRC's largest LTL subsidiary, YRC Freight."
Resolute Forest Products,"Resolute Forest Products (French: Produits forestiers Résolu), formerly known as AbitibiBowater Inc., is a U.S.-domiciled, Canada-headquartered pulp and paper company. Headquartered in Montreal, Quebec, Resolute was formed in 2007 by the merger of Bowater and Abitibi-Consolidated. At the time, Abiti"
Richardson International,"Richardson International Limited is a privately held Canadian agricultural and food industry company headquartered in Winnipeg, Manitoba. The company is one of several companies that are owned by James Richardson & Sons Limited. The company is a worldwide handler and merchandiser of all major Canadi"
Rockstar Toronto,"Rockstar Games Toronto ULC (trade name: Rockstar Toronto; formerly Imagexcel, Alternative Reality Technologies, and Rockstar Canada) is a Canadian video game developer and a studio of Rockstar Games based in Oakville, Ontario. The company was established as Imagexcel in the early 1980s. The company "
Rockstar Vancouver,"Rockstar Vancouver Inc. (formerly Barking Dog Studios Ltd.) was a Canadian video game developer and a studio of Rockstar Games based in Vancouver. The company was founded as Barking Dog Studios in May 1998, by six developers formerly of Radical Entertainment. The company started out with developing "
Rogers Communications,"Rogers Communications Inc. is a Canadian communications and media company operating primarily in the fields of wireless communications, cable television, telephony and Internet, with significant additional telecommunications and mass media assets. Rogers has its headquarters in Toronto, Ontario. The"
Rona Inc.,"Rona, Inc. (stylized as RONA) is an American-owned Canadian retailer of home improvement and construction products and services. Founded in 1939, the company operates a mixture of company-owned and franchised retailers under multiple banners, including Rona, its big box formats Rona Home & Garden (R"
Roots Canada,"Roots Corporation (doing business as Roots) is a publicly held Canadian brand that sells apparel, leather bags, small leather goods, footwear, athletic wear, and home furnishings. The company was founded in 1973 by Michael Budman and Don Green. In 2015, Roots was sold to Searchlight Capital Partners"
Royal LePage,"Royal LePage is a Canadian real estate franchiser and owner-operator with more than 600 locations and over 18,000 Realtors in Canada.  The company was founded on July 2, 1913 in Toronto, Canada by then 26-year-old Albert E. LePage, under the name ""A.E. LePage, Bungalow Specialist."" In 1984, the comp"
Samuel Son & Co.,"Samuel, Son & Co. is a Canadian multinational company specializing in metal processing, distribution, and industrial products. As of 2018, the company has between 1,000-5,000 employees and is one of the largest processors and distributors of metal products in North America.[3][4][5]
Samuel, Son & Co"
Sandman Hotels,"Sandman Hotel Group is a Canadian hotel chain owned by Northland Properties. With the corporate headquarters based in Vancouver, British Columbia, Canada, the company currently has 47 properties across Canada under the brands Sandman Inns, Sandman Hotel & Suites, and Sandman Signature Hotels & Resor"
Sandvine,"Sandvine Incorporated is an application and network intelligence company based in Waterloo, Ontario.
Sandvine markets network policy control products that are designed to implement broad network policies, including Internet censorship, congestion management, and security. Sandvine's products target "
Saputo Inc.,"Saputo Inc. is a Canadian dairy company based in Montreal, Quebec, founded in 1954 by the Saputo family. It produces, markets, and distributes a wide array of dairy products, including cheese, fluid milk, extended shelf-life milk and cream products, cultured products and dairy ingredients and is one"
Saskatchewan Government Insurance,"Saskatchewan Government Insurance (SGI) is a Canadian insurance company and a Crown corporation wholly owned by the Government of Saskatchewan. SGI's operations consist of the Saskatchewan Auto Fund, the compulsory public auto insurance program for Saskatchewan, and its property and casualty insuran"
Saskatchewan Minerals,"Saskatchewan Minerals Inc. is a privately held company located in Saskatchewan, Canada, that mines and processes sodium sulphate.  Originally established as a crown corporation in 1947.  Today the company is one of the largest producers of anhydrous sodium sulphate in North America with production c"
SRC,SRC may refer to:
SaskPower,"Saskatchewan Power Corporation, operating as SaskPower, is the principal electric utility in Saskatchewan, Canada. Established in 1929 by the provincial government, it serves more than 538,000 customers and manages over $11.8 billion in assets. SaskPower is a major employer in the province with over"
SaskTel,"Saskatchewan Telecommunications Holding Corporation, operating as SaskTel, is a Canadian crown-owned telecommunications firm based in the province of Saskatchewan. Owned by the provincial government, it provides wireline and wireless communications services, including landline telephone, mobile netw"
Save-On-Foods,"Save-On-Foods is a chain of supermarkets located across Western Canada, owned by the Pattison Food Group.
Stores carry both standard brands and private label brands, such as Western Family. Many stores have a pharmacy, and some locations provide other services, including nutrition tours and health c"
Scotiabank,"The Bank of Nova Scotia (French: La Banque de Nouvelle-Écosse), operating as Scotiabank (French: Banque Scotia), is a Canadian multinational banking and financial services company headquartered in Toronto, Ontario. One of Canada's Big Five banks, it is the third largest Canadian bank by deposits and"
Sears Canada,"Sears Canada Inc. was a publicly-traded Canadian company affiliated with the American-based Sears department store chain. In operation from 1952 until January 14, 2018, and headquartered in Toronto, Ontario, the company began as Simpsons-Sears—a joint venture between the Canadian Simpsons department"
Second Cup,"Second Cup Café, is a Canadian restaurant chain, coffee retailer, and roaster which operates more than 190 cafes nationwide. Its headquarters are in Pierrefonds, Québec. Its stores sell hot and cold beverages, pastries, snacks, pre-packaged food items, hot and cold sandwiches, and drinkware, includi"
Sepro Mineral Systems,"Sepro Mineral Systems Corp. is a Canadian company founded in 1987 and headquartered in British Columbia, Canada. The outcome of the acquisition of Sepro Mineral Processing International by Falcon Concentrators in 2008, the companies' key focus is the production of mineral processing equipment for th"
Servus Credit Union,"Servus Credit Union is a member-owned, community-based financial institution based in Edmonton, Alberta, and in 2015 became the second largest credit union in Canada and the largest credit union in Alberta. Servus has around 380,000 members who are served by close to 2,400 employees from 100 locatio"
Shaftebury Brewing Company,"The Shaftebury Brewing Company is a craft brewery started in Vancouver, British Columbia in 1986. Shaftebury was sold to Sleeman Breweries in 1999. In 2014, the brand was sold to Fireweed Brewing Company, Tree Brewing.
Beers produced include Four Twenty Brilliant Lager, Coastal Cream Ale, Wet Coast "
Shaw Communications,"Shaw Communications Inc. is a Canadian telecommunications company which provides telephone, Internet, television, and mobile services. Headquartered in Calgary, Alberta, Shaw provides home telecommunications services primarily in Alberta and British Columbia and satellite television nationally. It a"
Shell Canada,"Shell Canada Limited (French: Shell Canada Limitée) is the subsidiary of British conglomerate Shell plc and one of Canada's largest integrated oil companies. Exploration and production of oil, natural gas and sulphur is a major part of its business, as well as the marketing of gasoline and related p"
Shopify,"Shopify Inc. is a Canadian multinational e-commerce company headquartered in Ottawa, Ontario. It is also the name of its proprietary e-commerce platform for online stores and retail point-of-sale systems. The Shopify platform offers online retailers a suite of services including payments, marketing,"
Shoppers Drug Mart,"Shoppers Drug Mart Inc. (named Pharmaprix in Quebec) is a Canadian retail pharmacy chain based in Toronto, Ontario. It has more than 1,300 stores in nine provinces and two territories.The company was founded by pharmacist Murray Koffler in 1962; the Koffler family still retains ownership of the Supe"
Shore Tilbe Irwin + Partners,"Shore Tilbe Perkins+Will, formerly Shore Tilbe Irwin & Partners (STIP), is a Canadian architecture firm based in Toronto, Ontario. Since its founding as Shore and Moffat in 1945, and later as Shore Tilbe Irwin & Partners, the firm has completed numerous buildings, complexes and master plans across C"
Siemens Transportation Group,"The Siemens Transportation Group is a Canadian transportation business, headquartered in Saskatoon, Saskatchewan, that provides transportation.  In 2011 the group operated a total of 43 trucks and 753 tractor trailer trucks, with 1,893 trailers. 
The first company in the group was Kindersley Transpo"
Sierra Wireless,"Sierra Wireless is a Canadian multinational wireless communications equipment designer, manufacturer and services provider headquartered in Richmond, British Columbia, Canada. It also maintains offices and operations in California, Sweden, Korea, Japan, China, Taiwan, France, Australia, New Zealand "
Sifto Canada,"Sifto Canada, Sifto Salt, or simply Sifto Salt Canada is a salt mining and marketing company based in Canada, with its primary products being table salt, fine evaporated salt, water conditioning salt, agricultural salt, and highway deicing salt.   Sifto Canada is wholly owned by Compass Minerals.
Si"
SiriusXM Canada,"Sirius XM Canada Holdings Inc. (commonly referred to as Sirius XM Canada) is a Canadian radio broadcasting company, which operates as a Canadian affiliate of Sirius XM Radio. The company received approval from the Canadian Radio-television and Telecommunications Commission on April 11, 2011 to merge"
sisu production,"Sisu production is a Canadian media and film production. Sisu production provides customized film production, animation and photography services to independent clients. The company was founded in 2013 by Jaana Hein and Robin Ingle. sisu production maintains a dedicated studio in addition to corporat"
Sleeman Breweries,"Sleeman Breweries is a Japanese-owned Canadian brewery founded by John Warren Sleeman in 1988 in Guelph, Ontario. The company is the third-largest brewing company in Canada. Along with its own Sleeman brands, the company produces under licence the Stroh's family of brands, Maclays Ale and Sapporo Pr"
Sleep Country Canada,"Sleep Country Canada Holdings Inc. is a Canadian mattress retailer and with over 250 stores operating in British Columbia, Alberta, Saskatchewan, Manitoba, Ontario, Quebec, New Brunswick, Prince Edward Island and Nova Scotia.
In 2006, the company was ranked one of the top 50 companies to work for in"
Smart Technologies,"Smart Technologies (stylized as SMART Technologies) also known as Smart, is a Canadian company headquartered in Calgary, Alberta, Canada and wholly owned by Foxconn. Founded in 1987, Smart is best known as the developer of interactive whiteboards branded as the ""SMART Board"" popularly used in educat"
SNC-Lavalin,"SNC-Lavalin Group Inc. is a Canadian company based in Montreal that provides engineering, procurement, and construction (EPC) services to various industries, including mining and metallurgy, oil and gas, environment and water, infrastructure, and clean power. SNC-Lavalin is the largest construction "
Sobeys,"Sobeys Inc. is the second largest supermarket chain in Canada, with over 1,500 stores operating across Canada under a variety of banners. Headquartered in Stellarton, Nova Scotia, it operates stores in all ten provinces and accumulated sales of more than C$25.1 billion in the fiscal 2019 operating y"
Soquelec,"Soquelec (French: société québécoise d'électronique) limited is a Montreal-based company that focuses on sales and service of scientific equipment for applications in materials and life sciences. It is the Canadian distributor of manufacturers of digital imaging technology and accessories, such as E"
Splashdot,"Splashdot is a privately held company based in Vancouver. The company provides online loyalty programs and interactive promotions using gamification techniques, and powered by their software platform, nCentive. Founded in 2000 by Jonathan Csakany, President, and Patrick Watson, CEO, SplashDot progre"
St Hubertus & Oak Bay Estate Winery,"St Hubertus & Oak Bay Estate Winery is a Canadian wine grower and producer. It is in Kelowna, British Columbia, in the Okanagan Valley wine region."
Stanfield's,"Stanfield's Limited (English: ) is a Canadian garment manufacturer based in Truro, Nova Scotia, with approximately 550 employees, whose company's products are sold throughout Canada and around the world."
Stelco,"Stelco Holdings Inc. (known as U.S. Steel Canada from 2007 to 2016) is a Canadian steel company based in Hamilton, Ontario. Stelco was founded in 1910 from the amalgamation of several smaller firms. It continued on for almost 100 years, until it filed for bankruptcy in 2007 and was bought by U.S. St"
Sun Life Financial,"Sun Life Financial Inc. is a Canadian financial services company; it is primarily known as a life insurance company.
Sun Life has a presence in investment management with over CAD$1.3  trillion in assets under management operating in a number of countries. And over $125 billion in (AUA) Assets Under"
Suncor Energy,"Suncor Energy (French: Suncor Énergie) is a Canadian integrated energy company based in Calgary, Alberta. It specializes in production of synthetic crude from oil sands. In the 2020 Forbes Global 2000, Suncor Energy was ranked as the 252nd-largest public company in the world.Until 2010, Suncor marke"
Sun-Rype,"Sun-Rype Products Ltd. is a Western Canadian fruit-based food and beverage manufacturer. Since its foundation in 1946, Sun-Rype has been producing juices and fruit snacks based in Kelowna, British Columbia, in the Okanagan."
Sunward Aerospace Group,"Sunward Aerospace is the short name of an incorporated company started in early 2000 producing a line of model rockets. Originally called Sunward Model Aerospace, the name is now Sunward Aerospace Group Limited.  The company is located in Toronto, Ontario, Canada.
The company switched owners in Octo"
Swiss Chalet,"Swiss Chalet is a Canadian chain of casual dining restaurants founded in 1954 in Toronto, Ontario. Swiss Chalet has locations in most Canadian provinces, across Canada, but about 80% are in Ontario. Swiss Chalet is among the holdings of Recipe Unlimited, which also owns the fast food chain Harvey's."
SydneyPLUS International,"SydneyPLUS International, now known as Lucidea Corporation, is a Canadian computer company based in Richmond, British Columbia.   The company offers products and services for library automation and knowledge management to special libraries, particularly law firms."
Syncrude,"Syncrude Canada Ltd. is one of the world's largest producers of synthetic crude oil from oil sands and the largest single source producer in Canada.  It is located just outside Fort McMurray in the Athabasca Oil Sands, and has a nameplate capacity of 350,000 barrels per day (56,000 m3/d) of oil, equ"
Synex International,Synex International Inc. (TSX: SXI) is a Vancouver-based company that has traded on the Toronto Stock Exchange since 1987. It is made up of two wholly owned subsidiary companies: Synex Energy Resources Ltd. (the Energy Division) and Sigma Engineering Ltd. (the Engineering Division).
T & T Supermarket,"T & T Supermarket is a Canadian supermarket chain that sells primarily Asian foods. The company is headquartered in Richmond, British Columbia. In 1993, the first T & T was opened in Burnaby's Metropolis at Metrotown, a shopping centre in the Metrotown area in the Greater Vancouver region. T & T's c"
Tahera,"There are multiple meanings for Tahera:Tahera is an alternate transliteration for Táhirih,  poet
Tahera (mining company), operates a diamond mine in Nunavut
Tahera Rahman, a newscaster"
Talentvision,"Talentvision is a Canadian Mandarin Chinese specialty channel. It is owned by the Vancouver-based Fairchild Media Group (a subsidiary of the Fairchild Group) and TVB. Talentvision's studios are located inside Aberdeen Centre in the Golden Village district along with Fairchild TV and Fairchild Radio,"
Talisman Energy,"Talisman Energy Inc. was a Canadian multinational oil and gas exploration and production company headquartered in Calgary, Alberta. It was one of Canada's largest independent oil and gas companies.  Originally formed from the Canadian assets of BP Canada Ltd. it grew and operated globally, with oper"
Tamarack Developments Corporation,"Tamarack Development Corporation (Tamarack Homes) is a firm that was started in 1987 and is a subsidiary of Taggart Group of Companies in the Ottawa-Carleton region. In 2005, Tamarack joined Tartan Homes to build Jackson Trails in Stittsville, Ontario, Canada, which was Canada’s first community of E"
Taseko Mines,"Taseko Mines Limited is a mid-tier copper producer located in British Columbia, Canada. It operates Gibraltar Mine, the second largest open-pit copper mine in Canada, and is in the planning stages for several other mines including the Prosperity Mine, Harmony, and Aley.  All production is sold at no"
Teck Resources,"Teck Resources Limited, known as Teck Cominco until late 2008, is a diversified natural resources company headquartered in Vancouver, British Columbia, that is engaged in mining and mineral development, including coal for the steelmaking industry, copper, zinc, and energy. Secondary products include"
Teledyne DALSA,"Teledyne DALSA (formerly DALSA Corporation) is a Canadian company specializing in the design and manufacture of specialized electronic imaging components (image sensors, cameras, frame grabbers, imaging software) as well as specialized semiconductor fabrication (MEMS, high voltage ASICs). Teledyne D"
Telesat,"Telesat, formerly Telesat Canada, is a Canadian satellite communications company founded on May 2, 1969. The company is headquartered in Ottawa."
Telus,"Telus Communications Inc. (TCI) is the wholly owned principal subsidiary of Telus Corporation,: 47  a Canadian national telecommunications company that provides a wide range of telecommunications products and services including internet access, voice, entertainment, healthcare, video, and IPTV telev"
Tembec,"Tembec Industries Inc., known as Tembec, was a paper company in Canada, founded by Frank Dottori. In 2011, Tembec had approximately 3000 employees, with locations in Canada, United States, and France. Tembec's operating divisions included Forest Products, Pulp, Paper & Paperboard, and Chemicals."
The Bargain! Shop,"The Bargain! Shop Holdings, Inc., also known as TB!S, is a Canadian discount variety store chain operating in all Anglophone provinces in Canada.
The Bargain! Shop originated as a closeout store division of Woolworth Canada, developed out of some of the bankrupt assets of Bargain Harold's in 1991. T"
The Brick,"The Brick Ltd. is a Canadian retailer of furniture, mattresses, appliances and home electronics. The company was founded as The Brick Warehouse LP by brothers, John, Fred, and Bill Comrie. The first warehouse opened on September 1, 1971 in Edmonton, Alberta. Its first expansion was to Fort McMurray,"
The Embassy Visual Effects,"The Embassy is a visual effects studio located in Vancouver, British Columbia, Canada. The Embassy is known for its photo-realistic visual effects work on commercials and more recently, features.
The studio completed a number of visual effects shots for Marvel Studios, Iron Man and more recently con"
The Globe and Mail,"The Globe and Mail is a Canadian newspaper printed in five cities in western and central Canada. With a weekly readership of approximately 2 million in 2015, it is Canada's most widely read newspaper on weekdays and Saturdays, although it falls slightly behind the Toronto Star in overall weekly circ"
The Great-West Life Assurance Company,"The Canada Life Assurance Company, commonly known as Canada Life, is an insurance and financial services company with its headquarters in Winnipeg, Manitoba. The current company is the result of the 2020 amalgamation of The Great-West Life Assurance Company, London Life Insurance Company and The Can"
The Insurance Company of Prince Edward Island,"Based in Charlottetown, the Insurance Company of Prince Edward Island(ICPEI) offers market-leading home, auto and commercial insurance solutions. Our products are sold exclusively through a network of brokers across all three Maritime provinces, Quebec and Ontario. The company was formed by industry"
The Source,"The Source is an American hip hop and entertainment website, and a magazine that publishes annually or semiannually. It is the world's longest-running rap periodical, being founded as a newsletter in 1988."
Timothy's World Coffee,Timothy's World Coffee (a.k.a. Timothy's) is a large Canadian coffee roasting company and chain of coffeeshops.
TM4,"Dana TM4, previously known as TM4 Inc., is a joint-venture between Dana Corporation and government-owned public utility Hydro-Québec. Established in 1998, it is active in the development of electric vehicle motors and related power systems. After spinning-off from Hydro-Québec's research center to c"
TMX Group,"TMX Group Limited is a Canadian financial services company that operates equities, fixed income, derivatives, and energy markets exchanges. The company provides services encompassing listings, trading, clearing, settling and depository facilities, information services as well as technology services "
Tolko,"Tolko Industries Ltd. is a privately owned Canadian forest products company based in Vernon, British Columbia.  It manufactures and markets specialty forest products to world markets. Tolko's products include lumber, plywood, veneer and oriented strand board. The Company's Woodlands operations in Br"
Toronto Stock Exchange,"The Toronto Stock Exchange (TSX; French: Bourse de Toronto) is a stock exchange located in Toronto, Ontario, Canada. It is the 11th largest exchange in the world and the third largest in North America based on market capitalization. Based in the EY Tower in Toronto's Financial District, the TSX is a"
Toronto-Dominion Bank,"The Toronto-Dominion Bank (French: Banque Toronto-Dominion) is a Canadian multinational banking and financial services corporation headquartered in Toronto, Ontario. Commonly known as TD and operating as TD Bank Group (French: Groupe Banque TD), the bank was created on 1 February 1955, through the m"
Torstar,"Torstar Corporation is a Canadian mass media company which primarily publishes daily and community newspapers. In addition to the Toronto Star, its flagship and namesake, Torstar also publishes daily newspapers in Hamilton, Peterborough, Niagara Region, and Waterloo Region. The corporation was initi"
TransCanada Corporation,"TC Energy Corporation (formerly TransCanada Corporation) is a major North American energy company, based in the TC Energy Tower building in Calgary, Alberta, Canada, that develops and operates energy infrastructure in Canada, the United States, and Mexico. The company operates three core businesses:"
TransGas,"TransGas Limited operates the TransGas Pipeline, is a natural gas pipeline system which collects gas from wells sites in Saskatchewan and moves gas between Alberta, Saskatchewan, Manitoba, and the United States. The system consists of nearly 14,000 kilometres of high-pressure natural gas pipelines a"
Transwest Air,"Transwest Air was a scheduled and charter airline primarily serving the Canadian province of Saskatchewan. Its headquarters and main base was at Prince Albert.
Transwest was formed in 2000 by the merger of Air Sask, established as La Ronge Aviation in 1960, and Athabaska Airways. The company offered"
Treehouse TV,"Treehouse TV is a Canadian English-language specialty channel for preschoolers that was launched in 1997. Its name comes from YTV's former children's programming block, ""The Treehouse"". The channel is owned by YTV Canada, Inc., a subsidiary of Corus Entertainment."
Tridel,"Tridel is a major Canadian real estate developer based in Toronto, Ontario. It is the largest builder of condominiums in the Greater Toronto Area. Since being founded in the 1930s it has built some 85,000 homes."
Triple Five Group,"Triple Five Group is a conglomerate based in Edmonton, Alberta, Canada, which specializes in shopping centres, entertainment complexes, hotels, and banks, along with 3 indoor amusement parks. The company owns and operates two of North America's largest malls, the West Edmonton Mall in Alberta and th"
Ubisoft Montreal,"Ubisoft Divertissements Inc., doing business as Ubisoft Montreal, is a Canadian video game developer and a studio of Ubisoft based in Montreal.
The studio was founded in April 1997 as part of Ubisoft's growth into worldwide markets, with subsidies from the governments of Montreal, Quebec, and Canada"
Ubisoft Toronto,"Ubisoft Toronto Inc. is a Canadian video game developer and a studio of Ubisoft based in Toronto. The studio was established under Jade Raymond in September 2010. Games developed by Ubisoft Toronto include Tom Clancy's Splinter Cell: Blacklist, Far Cry 5, Starlink: Battle for Atlas, Far Cry 6, and W"
Ultramar,"Ultramar is an Eastern Canadian gas and home fuel retailer, with its head office located in Montreal, Quebec. Ultramar operates gas stations and home fuel delivery in Ontario, Quebec, and Atlantic Canada. It also operates ValuMax, a cashback program for fuel purchases. As well as Journie Rewards, a "
Umbra,"The umbra, penumbra and antumbra are three distinct parts of a shadow, created by any light source after impinging on an opaque object. Assuming no diffraction, for a collimated beam (such as a point source) of light, only the umbra is cast.
These names are most often used for the shadows cast by ce"
United Furniture Warehouse,"United Furniture Warehouse (UFW) was a Canadian retail furniture chain operating locations in Western Canada and Ontario. The company billed itself as ""offering warehouse-style shopping at the lowest possible prices."" The company was founded in 1981 by John Volken, an immigrant who arrived in Canada"
Valeant Pharmaceuticals,"Bausch Health Companies Inc. (formerly Valeant Pharmaceuticals) is  a Canadian multinational specialty pharmaceutical company based in Laval, Quebec, Canada. It develops, manufactures and markets pharmaceutical products and branded generic drugs, primarily for skin diseases, gastrointestinal disorde"
Vancity,"Vancouver City Savings Credit Union, commonly referred to as Vancity, is a member-owned financial co-operative headquartered in Vancouver, British Columbia, Canada. By asset size, Vancity is the largest community credit union in Canada as of 2019, with CA$28.2 billion in assets plus assets under adm"
Vancity Community Investment Bank,"Vancouver City Savings Credit Union, commonly referred to as Vancity, is a member-owned financial co-operative headquartered in Vancouver, British Columbia, Canada. By asset size, Vancity is the largest community credit union in Canada as of 2019, with CA$28.2 billion in assets plus assets under adm"
Via Rail,"Via Rail Canada Inc. (reporting mark VIA) (), operating as Via Rail or Via, is a Canadian Crown corporation that is mandated to operate intercity passenger rail service in Canada. It receives an annual subsidy from Transport Canada to offset the cost of operating services connecting remote communiti"
Vidéotron,"Vidéotron is a Canadian integrated telecommunications company active in cable television, interactive multimedia development, video on demand, cable telephony, wireless communication and Internet access services. Owned by Quebecor, it primarily serves Quebec, as well as the Francophone communities o"
Virtual Brokers,"CI Direct Trading, a division of CI Investment Services Inc., is an online brokerage firm that provides an electronic trading platform to trade financial assets. The company is headquartered in Toronto, Canada and provides trade execution services for various financial instruments such as stocks, bo"
Vista Broadcast Group,"Vista Radio Ltd. (also formerly known as Vista Broadcast Group) is a Canadian radio broadcasting company. The company only owned stations in British Columbia until 2007, when it expanded outside the province by acquiring an existing station in Yellowknife, Northwest Territories and launching a new o"
